FID,DWR_ID,Latitude,Longitude,OID_,IN_FID,NEAR_FID,NEAR_DIST,FROM_X,FROM_Y,NEAR_X,NEAR_Y,NEAR_ANGLE,OBJECTID,Shape_Leng,ID,gages,NHDWaterbo
278,ANIHOWCO,37.833053999999997,-107.599503000000000,278,278,1243221,0.000036741513676,-107.599503000000000,37.833053999999997,-107.599476084000000,37.833028990800003,-42.896758315000000,1243221,0.033140915819100,17014163, ,-9999
279,CASACACO,37.667278000000003,-107.822625000000000,279,279,965046,0.000120642995639,-107.822625000000000,37.667278000000003,-107.822549888000000,37.667372408500000,51.494095833000003,965046,0.074196880945800,17014191,       09359082,-9999
280,TOWCANCO,37.568114999999999,-108.721199000000000,280,280,961287,0.007961582730150,-108.721199000000000,37.568114999999999,-108.727908008000000,37.563828274999999,-147.423430145000000,961287,0.073155605016300,3261479, ,-9999
281,PIODITCO,36.999436000000003,-108.186471000000000,281,281,962814,0.002283083141640,-108.186471000000000,36.999436000000003,-108.188736676000000,36.999154609000001,-172.920267943000000,962814,0.021349150810200,17000640, ,-9999
282,HABREDCO,37.165557999999997,-108.143058999999990,282,282,964283,0.000294400495540,-108.143058999999990,37.165557999999997,-108.142830463000000,37.165372413400000,-39.078771619400001,964283,0.017736410762600,16998730, ,-9999
283,LAPHESCO,37.289721999999998,-108.040627000000000,283,283,964270,0.000297815796761,-108.040627000000000,37.289721999999998,-108.040329963999990,37.289743540600000,4.147746334080000,964270,0.056177962694800,16998670, ,-9999
284,LAPMEXCO,36.999721999999998,-108.188689999999990,284,284,962814,0.000236300413325,-108.188689999999990,36.999721999999998,-108.188924425000000,36.999692290900001,-172.777322846000000,962814,0.021349150810200,17000640, ,-9999
285,REDRESCO,37.165557999999997,-108.143058999999990,285,285,964283,0.000294400495540,-108.143058999999990,37.165557999999997,-108.142830463000000,37.165372413400000,-39.078771619400001,964283,0.017736410762600,16998730, ,-9999
286,JACKLACO,40.369079999999997,-104.077335000000010,286,286,1596000,0.007267942550790,-104.077335000000010,40.369079999999997,-104.070464882000000,40.366708404000001,-19.044907019200000,1596000,0.071499695660200,225309, ,-9999
287,PLAMORCO,40.268402999999999,-103.801192000000000,287,287,1596573,0.000145888286562,-103.801192000000000,40.268402999999999,-103.801191485000000,40.268548887400001,89.797751430999995,1596573,0.007083084836920,3561878,       06759500,-9999
288,CHERTNCO,39.759701999999997,-105.003316000000000,288,288,1349480,0.000360472617569,-105.003316000000000,39.759701999999997,-105.003479864000000,39.760023075100001,117.037900533000000,1349480,0.010301305943300,228593, ,-9999
289,DWRDECCO,39.759701999999997,-105.003316000000000,289,289,1349480,0.000360472617569,-105.003316000000000,39.759701999999997,-105.003479864000000,39.760023075100001,117.037900533000000,1349480,0.010301305943300,228593, ,-9999
290,GDRDITCO,39.759701999999997,-105.003316000000000,290,290,1349480,0.000360472617569,-105.003316000000000,39.759701999999997,-105.003479864000000,39.760023075100001,117.037900533000000,1349480,0.010301305943300,228593, ,-9999
291,SPPUMPCO,39.759701999999997,-105.003316000000000,291,291,1349480,0.000360472617569,-105.003316000000000,39.759701999999997,-105.003479864000000,39.760023075100001,117.037900533000000,1349480,0.010301305943300,228593, ,-9999
292,HSCCLPCO,40.658867000000001,-105.209715000000000,292,292,1599588,0.000754692445431,-105.209715000000000,40.658867000000001,-105.209688391000000,40.659621223199998,87.979479887400004,1599588,0.010538334281800,2899549, ,-9999
293,CLANSECO,40.702770000000001,-105.233600000000000,293,293,1599593,0.000458865611882,-105.233600000000000,40.702770000000001,-105.233922400000000,40.702443478799999,-134.636106371000010,1599593,0.014965184197500,2900669, ,-9999
294,LTCANYCO,40.258037999999999,-105.206385999999990,294,294,1599432,0.000483539747544,-105.206385999999990,40.258037999999999,-105.206588266000000,40.257598797199996,-114.727503118000000,1599432,0.029553241915800,13618, ,-9999
295,BOULARCO,40.263595000000002,-105.179989000000010,295,295,1598359,0.000047514183188,-105.179989000000010,40.263595000000002,-105.179946861000000,40.263573047000001,-27.518267747500001,1598359,0.008981792109780,13398, ,-9999
296,BUCRMVCO,40.434443999999999,-105.184441000000010,296,296,1598274,0.000054807193050,-105.184441000000010,40.434443999999999,-105.184484084000000,40.434410124400003,-141.823421215000000,1598274,0.034100974158800,13528, ,-9999
297,HFC930CO,40.394334999999998,-105.216528000000000,297,297,1599562,0.016064597604100,-105.216528000000000,40.394334999999998,-105.212822214000000,40.378703670999997,-76.662873563900007,1599562,0.031313276448800,12956, ,-9999
298,DILTUNCO,40.419424999999997,-105.246376000000000,298,298,1599402,0.002858150873340,-105.246376000000000,40.419424999999997,-105.243681880000000,40.418470671000001,-19.505500262000002,1599402,0.035666125315200,13544, ,-9999
299,HFCFLTCO,40.375790000000002,-105.230527000000000,299,299,1599562,0.000325546788025,-105.230527000000000,40.375790000000002,-105.230579197000000,40.375468665000000,-99.226454621700000,1599562,0.031313276448800,12956, ,-9999
300,BIGLASCO,40.349983000000002,-104.784966000000000,300,300,1597399,0.000043049861672,-104.784966000000000,40.349983000000002,-104.784992973000000,40.350016552100001,128.796332549999990,1597399,0.034353661955900,14962, ,-9999
301,BFCLYOCO,40.216093000000001,-105.258323000000000,301,301,1599176,0.000606535662472,-105.258323000000000,40.216093000000001,-105.257728414000000,40.216212804000001,11.392076405499999,1599176,0.004681690012880,2888652, ,-9999
302,HIGHLDCO,40.214984000000001,-105.256647000000000,302,302,1599176,0.000044926104170,-105.256647000000000,40.214984000000001,-105.256613910000000,40.215014387499998,42.562017365400003,1599176,0.004681690012880,2888652, ,-9999
303,STCTUNCO,39.679426999999997,-105.904178000000000,303,303,1347560,0.000890950644233,-105.904178000000000,39.679426999999997,-105.903735618000000,39.678653636400000,-60.229445777700001,1347560,0.049076617650100,2885304, ,-9999
304,FISCOPCO,39.759701999999997,-105.003316000000000,304,304,1349480,0.000360472617569,-105.003316000000000,39.759701999999997,-105.003479864000000,39.760023075100001,117.037900533000000,1349480,0.010301305943300,228593, ,-9999
305,WESPERCO,39.259472000000002,-104.951903000000000,305,305,1349060,0.000202003197898,-104.951903000000000,39.259472000000002,-104.951870832000000,39.259671425400001,80.836799075800002,1349060,0.042355086279900,192089,       06708600,-9999
306,HOMSPICO,38.943880000000000,-105.851400000000000,306,306,1347265,0.002964917122900,-105.851400000000000,38.943880000000000,-105.852414663999990,38.946665891199999,110.012398484000000,1347265,0.073784748504300,5241308, ,-9999
307,HOMSPICO,38.943880000000000,-105.851400000000000,307,307,1347265,0.002964917122900,-105.851400000000000,38.943880000000000,-105.852414663999990,38.946665891199999,110.012398484000000,1347265,0.073784748504300,5241308, ,-9999
308,FOUHIGCO,39.083604000000001,-105.895290000000000,308,308,1347065,0.000023174858704,-105.895290000000000,39.083604000000001,-105.895276980000010,39.083623171399999,55.817251130199999,1347065,0.127926403451000,5239964, ,-9999
309,MFKPRICO,39.109434000000000,-105.890019000000000,309,309,1347424,0.000313201495248,-105.890019000000000,39.109434000000000,-105.890019049000000,39.109747201499999,90.009021037599993,1347424,0.028771702763200,5239828, ,-9999
310,MFKSTMCO,39.062207000000001,-105.821127000000000,310,310,1346975,0.000189312074301,-105.821127000000000,39.062207000000001,-105.821012673000000,39.062357892400001,52.849912949500002,1346975,0.029116169657900,5239950, ,-9999
311,SFKANTCO,39.070543999999998,-105.975568999999990,311,311,1347402,0.001601806075690,-105.975568999999990,39.070543999999998,-105.975437822000000,39.072140425699999,85.302560018500003,1347402,0.037878491240400,5239910, ,-9999
312,PLASPICO,38.997492000000001,-105.681670999999990,312,312,1346958,0.000519369211721,-105.681670999999990,38.997492000000001,-105.682082548000000,38.997175184200003,-142.410410847000010,1346958,0.008300544553410,5241164, ,-9999
313,TARTARCO,39.223317999999999,-105.607235000000000,313,313,1347445,0.000561805616873,-105.607235000000000,39.223317999999999,-105.606938072999990,39.223794927400000,58.094282870800001,1347445,0.006906198635530,5240512, ,-9999
314,TARRESCO,39.223889000000000,-105.605833000000000,314,314,1347445,0.000273106704871,-105.605833000000000,39.223889000000000,-105.605854834000000,39.223616767499998,-94.585557048300004,1347445,0.006906198635530,5240512, ,-9999
315,SFRPBKNE,40.010278000000000,-101.541944000000000,315,315,1593515,0.000250788175239,-101.541944000000000,40.010278000000000,-101.542092928000000,40.010479780099999,126.429913408999990,1593515,0.037280897972900,11697864,       06827500,-9999
316,HARDITCO,40.827486000000000,-102.872148999999990,316,316,1594208,0.003641829060440,-102.872148999999990,40.827486000000000,-102.869335617000000,40.825173470000003,-39.419343901500000,1594208,0.012504835691000,3558208, ,-9999
317,PAWDITCO,40.461092000000001,-103.376893999999990,317,317,1595375,0.004574505925540,-103.376893999999990,40.461092000000001,-103.373876362000000,40.457653982099998,-48.725733141600003,1595375,0.015321375186700,3561710, ,-9999
318,STEDITCO,40.564146999999998,-103.234666000000000,318,318,1595322,0.000399612824072,-103.234666000000000,40.564146999999998,-103.234738715000010,40.564539941400000,100.484123258000000,1595322,0.043837588581500,3555632, ,-9999
319,PLAROSNE,41.126111000000002,-101.576667000000000,319,319,1723743,0.000232794383749,-101.576667000000000,41.126111000000002,-101.576666454999990,41.125878206300001,-89.865742808099995,1723743,0.025846746726700,17432290,       06764880,-9999
320,ARIKHANE,40.029167000000001,-101.967500000000000,320,320,1592962,0.000545246935936,-101.967500000000000,40.029167000000001,-101.967738596000000,40.029657271600001,115.950369378999990,1592962,0.038930059025200,11721499,       06821500,-9999
321,NRPSTLNE,40.069434999999999,-102.051298000000000,321,321,1593287,0.000440790198710,-102.051298000000000,40.069434999999999,-102.051271685000000,40.069875003999996,86.577429599100000,1593287,0.066714759881800,11713555,       06823000,-9999
322,MONWOOCO,38.933881999999997,-104.817199000000000,322,322,1349579,0.000475291477022,-104.817199000000000,38.933881999999997,-104.817093185000000,38.934345362899997,77.136351793900005,1349579,0.013887450577300,1529541,       07103970,-9999
323,MONPIKCO,38.917771000000002,-104.818588000000010,323,323,1349572,0.000653526665573,-104.818588000000010,38.917771000000002,-104.817934568000000,38.917759870600001,-0.975782332064000,1349572,0.016617796802400,1529569,       07104000,-9999
324,TACODICO,38.585039999999999,-104.654050000000000,324,324,1236297,0.003554649041980,-104.654050000000000,38.585039999999999,-104.652357015000010,38.581914406999999,-61.557702659500002,1236297,0.022345263916100,1530609, ,-9999
325,FOUMOUCO,38.256115000000001,-104.590818000000000,325,325,1234816,0.000179979934757,-104.590818000000000,38.256115000000001,-104.590966562000010,38.256013402599997,-145.632930356999990,1234816,0.017338618045600,1532527, ,-9999
326,CHCRNACO,38.733607999999997,-106.160019000000010,326,326,1239456,0.000326513358398,-106.160019000000010,38.733607999999997,-106.159921255000000,38.733296460500000,-72.580793473200004,1239456,0.012060113178900,918591, ,-9999
327,CCACCRCO,39.018051000000000,-106.277801999999990,327,327,1346053,0.000025351313031,-106.277801999999990,39.018051000000000,-106.277807179000010,39.018026183400004,-101.788391698000000,1346053,0.030222571540500,916871, ,-9999
328,COCRBVCO,38.835527999999996,-106.121388999999990,328,328,1346061,0.001447155456750,-106.121388999999990,38.835527999999996,-106.121068046999990,38.836939115900002,77.186288393799998,1346061,0.034355354960700,917655, ,-9999
329,COLDITCO,39.374153000000000,-106.227798000000010,329,329,1346721,0.004774446242510,-106.227798000000010,39.374153000000000,-106.229753812000000,39.378508472000000,114.182325322000000,1346721,0.108137861750000,1321062,       09061600,-9999
330,EWIDITCO,39.363598000000003,-106.306411999999990,330,330,1346872,0.001123353642100,-106.306411999999990,39.363598000000003,-106.306183017000000,39.364697768200003,78.238449104899999,1346872,0.031812362955500,1320978, ,-9999
331,WURDITCO,39.355266999999998,-106.352806000000000,331,331,1346164,0.000149825314036,-106.352806000000000,39.355266999999998,-106.352674815000000,39.355339374300002,28.885296172299999,1346164,0.025229007979200,916415, ,-9999
332,ROMOCOCO,38.727206000000002,-104.955811999999990,332,332,1236596,0.003539321696920,-104.955811999999990,38.727206000000002,-104.958760080999990,38.729164472999997,146.403065277000000,1236596,0.011641183944300,948905, ,-9999
333,SKGRESCO,38.688057000000001,-105.051666000000000,333,333,1237249,0.000259821174530,-105.051666000000000,38.688057000000001,-105.051492026000010,38.687864023200000,-47.964416407800002,1237249,0.008914472810670,948093, ,-9999
334,CONDITCO,38.056671999999999,-103.354656000000010,334,334,1233400,0.000719250693909,-103.354656000000010,38.056671999999999,-103.354879598000000,38.057355612099997,108.112035076000000,1233400,0.118915801450000,976192, ,-9999
335,RGFSANNM,34.256388999999999,-106.890833000000000,335,335,518358,0.000211642821897,-106.890833000000000,34.256388999999999,-106.890835213000000,34.256177368700001,-90.598991535500005,518358,0.048979663063700,17811742,       08354900,-9999
336,NMCHIGCO,37.714728999999998,-103.511056000000000,336,336,972555,0.000312004612043,-103.511056000000000,37.714728999999998,-103.511167478999990,37.714437590999999,-110.934508209000000,972555,0.007984766898160,934862, ,-9999
337,PURRCKCO,37.618347000000000,-103.593557000000000,337,337,972568,0.000162884530132,-103.593557000000000,37.618347000000000,-103.593594057999990,37.618505613000004,103.150544292000010,972568,0.060230901452500,934978,       07126485,-9999
338,PURBTRCO,37.143908000000003,-104.547764000000000,338,338,970774,0.003147858116780,-104.547764000000000,37.143908000000003,-104.549851154000000,37.146264437500001,131.532097319000000,970774,0.013128252598600,937330,       07124410,-9999
339,PURTHACO,37.356406000000000,-103.900238000000000,339,339,971752,0.000482997760323,-103.900238000000000,37.356406000000000,-103.900217803999990,37.356888575299998,87.603557428399995,971752,0.047129681712400,938894,       07126300,-9999
340,TRILAKCO,37.141131000000001,-104.551931000000000,340,340,970926,0.000773930128285,-104.551931000000000,37.141131000000001,-104.552359458000000,37.140486490900003,-123.615213123000000,970926,0.022048256103800,938212, ,936750
341,ARKGARKS,37.955857000000002,-100.877384000000010,341,341,1230865,0.000075708565099,-100.877384000000010,37.955857000000002,-100.877411861000000,37.955786604399997,-111.592588480000000,1230865,0.066218012393800,21251514,       07139000,-9999
342,BUFDITCO,38.097220999999998,-102.306664000000000,342,342,1232968,0.002705661055130,-102.306664000000000,38.097220999999998,-102.306180329000000,38.094558921100003,-79.702305568599996,1232968,0.003090818686540,1595255, ,-9999
343,HYDDITCO,38.113329999999998,-102.575920000000000,343,343,1233106,0.000997995865408,-102.575920000000000,38.113329999999998,-102.575919744000000,38.112332004199999,-89.985327374700006,1233106,0.165587626516000,1596083,       07133000,-9999
344,LAWAUGCO,38.101063000000003,-102.604765000000000,344,344,1233106,0.004951030786990,-102.604765000000000,38.101063000000003,-102.603128508000000,38.105735750900003,70.698717352499997,1233106,0.165587626516000,1596083,       07133000,-9999
345,CBPALACO,37.475833999999999,-105.766113000000000,345,345,968503,0.018907274595400,-105.766113000000000,37.475833999999999,-105.784698879999990,37.472362674999999,-169.420635750000000,968503,0.111438929103000,17899145, ,-9999
346,COSDITCO,37.552503000000002,-105.945588000000000,346,346,968856,0.000950710284455,-105.945588000000000,37.552503000000002,-105.945964012999990,37.551629808000001,-113.297626153000000,968856,0.083766714551300,17896441, ,-9999
347,RIOLINCO,37.569997999999998,-106.038912000000000,347,347,968531,0.000034461087293,-106.038912000000000,37.569997999999998,-106.038917443000000,37.569963971500002,-99.088298881800000,968531,0.063400677041700,17894945, ,-9999
348,RCHLAPNM,36.662658000000000,-106.633367000000010,348,348,876043,0.000105508577203,-106.633367000000010,36.662658000000000,-106.633261594000000,36.662653351899998,-2.524920430690000,876043,0.101768793109000,165886202,       08284100,-9999
349,GOOWAGCO,37.751944999999999,-106.830048000000010,349,349,1240462,0.000292778677592,-106.830048000000010,37.751944999999999,-106.829756458000010,37.751918115700001,-5.268585787970000,1240462,0.010771554207300,17908141, ,-9999
350,BEVBEVCO,37.598894000000001,-106.667542999999990,350,350,966558,0.000084028781815,-106.667542999999990,37.598894000000001,-106.667546215000000,37.598977967300002,92.192612036800000,966558,0.036718722668300,17907017, ,-9999
351,RIOCANCO,37.686945999999999,-106.365319000000000,351,351,967986,0.000439780073277,-106.365319000000000,37.686945999999999,-106.365436894000000,37.687369683299998,105.549719904000000,967986,0.026084039279300,17888108, ,-9999
352,SAFUPPCO,37.578892000000003,-106.370316000000000,352,352,967642,0.000144433145706,-106.370316000000000,37.578892000000003,-106.370457935000000,37.578918745899998,169.328485691000000,967642,0.084329048169800,17894957, ,-9999
353,ALABELCO,37.352783000000002,-106.277534000000000,353,353,967654,0.000141513850830,-106.277534000000000,37.352783000000002,-106.277642708000000,37.352692398099997,-140.190765562000000,967654,0.022270781590900,17897883, ,-9999
354,TERRESCO,37.357227000000002,-106.285040000000000,354,354,967655,0.000387636324065,-106.285040000000000,37.357227000000002,-106.285371012000000,37.357025274999998,-148.641076714000010,967655,0.004225091767250,17897867, ,-9999
355,SOULASCO,37.293891000000002,-105.747522000000000,355,355,969123,0.000933981653113,-105.747522000000000,37.293891000000002,-105.747241806000010,37.293000038199999,-72.542409256799999,969123,0.069377859915600,17877389, ,-9999
356,SANRESCO,37.113608999999997,-105.412498000000000,356,356,970231,0.001376732020720,-105.412498000000000,37.113608999999997,-105.411580519000000,37.112582539899996,-48.208707578400002,970231,0.008984441245140,17900455, ,17899085
357,VENSANCO,37.114322999999999,-105.409183000000000,357,357,970050,0.000070082487933,-105.409183000000000,37.114322999999999,-105.409209842000000,37.114387738399998,112.520001647000000,970050,0.018203226999700,17900419, ,-9999
358,NOCRESCO,38.013610999999997,-105.692787000000000,358,358,1239181,0.000027320417209,-105.692787000000000,38.013610999999997,-105.692767509000010,38.013591855599998,-44.485977430100000,1239181,0.063417854909000,17887816, ,-9999
359,GARVILCO,38.174166000000000,-105.808628000000000,359,359,1239313,0.000040749908496,-105.808628000000000,38.174166000000000,-105.808613062000010,38.174128086700001,-68.495493454900000,1239313,0.042841606420300,17887250, ,-9999
360,KERVILCO,38.220275999999998,-106.089744999999990,360,360,1239963,0.000028903452141,-106.089744999999990,38.220275999999998,-106.089760320000000,38.220251490599999,-122.007839129999990,1239963,0.014228294160400,17886768, ,-9999
361,MAJVILCO,38.157217000000003,-105.809458000000010,361,361,1239258,0.000065556082590,-105.809458000000010,38.157217000000003,-105.809484926000000,38.157276771100001,114.251027495000000,1239258,0.098780410965900,17887796, ,-9999
362,CARLAGCO,37.859721999999998,-106.319473000000000,362,362,1240311,0.000034274570709,-106.319473000000000,37.859721999999998,-106.319460350000000,37.859753854799997,68.341351739700002,1240311,0.018186677745100,17883038, ,-9999
363,LAGLAGCO,37.813335000000002,-106.318642000000000,363,363,1240103,0.000060785849148,-106.318642000000000,37.813335000000002,-106.318640410000000,37.813395765000003,88.501101607500004,1240103,0.045313367445600,17883032, ,-9999
364,BIGSPGCO,37.734200000000001,-105.664473000000000,364,364,1239242,0.000068789133176,-105.664473000000000,37.734200000000001,-105.664481241999990,37.734268293600003,96.881243572599999,1239242,0.064392851998100,17890692, ,-9999
365,LITSPGCO,37.713600000000000,-105.649168000000000,365,365,968914,0.000129587184786,-105.649168000000000,37.713600000000000,-105.649116680000010,37.713481008000002,-66.669970725699997,968914,0.052475026006900,17889894, ,-9999
366,SANFTGCO,37.425007000000001,-105.415009000000000,366,366,970159,0.000005721376360,-105.415009000000000,37.425007000000001,-105.415009903000000,37.425012649599999,99.085788307900003,970159,0.045956130953700,17900337, ,-9999
367,TRIMTNCO,37.394733000000002,-105.369179000000000,367,367,970174,0.000104143083740,-105.369179000000000,37.394733000000002,-105.369183155000000,37.394628939800000,-92.286508962499994,970174,0.107462439427000,17900353, ,-9999
368,TRISMICO,37.386119999999998,-105.551125000000000,368,368,968518,0.000180691136293,-105.551125000000000,37.386119999999998,-105.551205538000000,37.386281749500000,116.469587933000000,968518,0.287272319026000,17900367, ,-9999
369,RCHELVNM,36.580382999999998,-106.724767000000000,369,369,876039,0.000175483471722,-106.724767000000000,36.580382999999998,-106.724914539000000,36.580287991600002,-147.220362870999990,876039,0.004051617295510,17844046,       08285500,-9999
370,SMFRIONM,33.679082999999999,-106.997000000000000,370,370,519245,0.000981837765517,-106.997000000000000,33.679082999999999,-106.996228371000000,33.678475881099999,-38.195707354299998,519245,0.021400970351900,17813236,       08358400,-9999
371,SMCRIONM,33.687666999999998,-106.992611000000000,371,371,519193,0.000132893334987,-106.992611000000000,33.687666999999998,-106.992715602999990,33.687748969099999,141.916916090999990,519193,0.013456740450300,17813222, ,-9999
372,RAZAVUCO,38.344935999999997,-106.657803000000000,372,372,1241159,0.000007258802769,-106.657803000000000,38.344935999999997,-106.657809622000000,38.344933027600000,-155.827397452000010,1241159,0.012901752955600,9773605, ,-9999
373,TOMMYDCO,38.344977999999998,-106.657403000000000,373,373,1241159,0.000389383660559,-106.657403000000000,38.344977999999998,-106.657758241000000,38.344818552500001,-155.827397426999990,1241159,0.012901752955600,9773605, ,-9999
374,BIGMONCO,38.965001999999998,-107.937268000000000,374,374,1341648,0.005283367296180,-107.937268000000000,38.965001999999998,-107.942426276000010,38.966144872999998,167.507297513000000,1341648,0.083885875758600,3233445, ,-9999
375,OVRLNDCO,38.923282999999998,-107.794516000000000,375,375,1342720,0.000496444811723,-107.794516000000000,38.923282999999998,-107.794019555000010,38.923282479100003,-0.060121468982000,1342720,0.009483930878900,1337246, ,-9999
376,SURACECO,38.901648999999999,-107.921176000000000,376,376,1341563,0.000017179102199,-107.921176000000000,38.901648999999999,-107.921192941000000,38.901651850100002,170.450291281000010,1341563,0.061009213347700,3233455,       09143500,-9999
377,SURCEDCO,38.984703000000003,-107.854508000000000,377,377,1342836,0.000069698982647,-107.854508000000000,38.984703000000003,-107.854577074000010,38.984693684900002,-172.319584037999990,1342836,0.033374028271000,3233449,       09143000,-9999
378,ABCLATCO,38.484985999999999,-107.749789000000010,378,378,1243095,0.000542908500830,-107.749789000000010,38.484985999999999,-107.749597068000000,38.485493850099999,69.296898112600005,1243095,0.184465875249000,9769770, ,-9999
379,GUNREDCO,39.038311000000000,-108.570656000000000,379,379,1339492,0.000092576757882,-108.570656000000000,39.038311000000000,-108.570709932000000,39.038235755099997,-125.631141489000000,1339492,0.011470869308800,3229987, ,-9999
380,GUNGRJCO,38.983316000000002,-108.450644999999990,380,380,1340483,0.000408377004435,-108.450644999999990,38.983316000000002,-108.451053275000010,38.983306872999997,-178.719364423999990,1340483,0.009777326733540,3232569,       09152500,-9999
381,TAYRESCO,38.818049000000002,-106.604753000000000,381,381,1345864,0.000678035936674,-106.604753000000000,38.818049000000002,-106.604906611999990,38.818709406000004,103.094297168000000,1345864,0.005499356426820,1333610, ,1332558
382,HILNCNCO,38.224989000000001,-108.354810000000000,382,382,1244986,0.001113810468340,-108.354810000000000,38.224989000000001,-108.355923317000010,38.224955860000001,-178.294987964000000,1244986,0.087287269890900,18375922, ,-9999
383,EAGAVOCO,39.634998000000003,-106.532501000000000,383,383,1345232,0.000110600424316,-106.532501000000000,39.634998000000003,-106.532476410000000,39.634890167899997,-77.153776322599995,1345232,0.014614177584600,1319278,       09067020,-9999
384,ROAGLECO,39.543593000000001,-107.329498000000000,384,384,1343134,0.000319087357282,-107.329498000000000,39.543593000000001,-107.329216477000000,39.543743204999998,28.081898074400002,1343134,0.041524089338800,1324997,       09085000,-9999
385,FRYTHOCO,39.344707000000000,-106.673644999999990,385,385,1345567,0.000135847000263,-106.673644999999990,39.344707000000000,-106.673716615999990,39.344591563300000,-121.814959380999990,1345567,0.024440597756600,1326913, ,-9999
386,ROAASPCO,39.179988000000002,-106.801983000000010,386,386,1344519,0.000093801777299,-106.801983000000010,39.179988000000002,-106.801941566000000,39.180072154500003,63.786277741699998,1344519,0.036599365016300,1327153,       09073400,-9999
387,MUDKRECO,40.108595999999999,-106.413921000000000,387,387,1604502,0.000085880350936,-106.413921000000000,40.108595999999999,-106.413835671000000,40.108605718800000,6.497912832990000,1604502,0.010883019690200,1231609,       09041400,-9999
388,WOLRESCO,40.112763000000001,-106.415032000000000,388,388,1604502,0.000595366381096,-106.415032000000000,40.112763000000001,-106.414556481999990,40.112404748800003,-36.994070782800001,1604502,0.010883019690200,1231609,       09041400,-9999
389,GLARESCO,40.371668000000000,-105.836665999999990,389,389,1601659,0.003697348857490,-105.836665999999990,40.371668000000000,-105.835203771000000,40.375063920400002,66.704064988599995,1601659,0.060214800057700,1233961, ,-9999
390,RANFRACO,39.949987000000000,-105.765563000000000,390,390,1600894,0.000606975117442,-105.765563000000000,39.949987000000000,-105.765563563000000,39.949380025099998,-90.053145930200003,1600894,0.029364281178800,1239605,       09032000,-9999
391,SLOFRACO,39.909987000000001,-105.878345000000000,391,391,1601836,0.000037439424389,-105.878345000000000,39.909987000000001,-105.878375869000000,39.910008184699997,145.539469784000000,1601836,0.006857272328370,1239619,       09026500,-9999
392,WILLEACO,39.833874999999999,-106.056408000000000,392,392,1346312,0.000006348575853,-106.056408000000000,39.833874999999999,-106.056411162000000,39.833869494699996,-119.868109144000000,1346312,0.008702060533400,1237943,       09036000,-9999
393,WILPARCO,40.000200000000000,-106.180367000000000,393,393,1602471,0.000610855897831,-106.180367000000000,40.000200000000000,-106.180057629999990,40.000726720899998,59.572078017000003,1602471,0.004580443857300,1232821,       09037500,-9999
394,GHICANCO,39.183307999999997,-108.283979000000000,394,394,1339905,0.001231793662760,-108.283979000000000,39.183307999999997,-108.282898238000000,39.182717010300003,-28.671022319999999,1339905,0.016744706954800,3179578, ,-9999
395,GRDVALCO,39.098588999999997,-108.353416999999990,395,395,1339893,0.000589764679424,-108.353416999999990,39.098588999999997,-108.353487426000000,39.098003455300002,-96.858256276299997,1339893,0.050401894222600,3179692,       09106150,-9999
396,PICRAWCO,40.078026000000001,-108.236475000000000,396,396,1611943,0.000027855143365,-108.236475000000000,40.078026000000001,-108.236447145000000,40.078026042799998,0.087934315464800,1611943,0.049149779890200,3239735,       09306222,-9999
397,WHIBMECO,40.022582999999997,-108.119944000000000,397,397,1611488,0.000098540139528,-108.119944000000000,40.022582999999997,-108.119995054000000,40.022498716900003,-121.205205979000000,1611488,0.015497428364600,1341408, ,-9999
398,WHIBUFCO,39.949978000000002,-107.694785999999990,398,398,1609691,0.000093412288525,-107.694785999999990,39.949978000000002,-107.694744142000000,39.949894490799998,-63.378388161899998,1609691,0.010808435787300,1344178, ,-9999
399,WMFKMHCO,40.436669999999999,-107.633500000000000,399,399,1608275,0.011536670052200,-107.633500000000000,40.436669999999999,-107.622066210000000,40.438207271000003,7.657486709840000,1608275,0.022134781164600,1355238, ,-9999
400,PTCKSLCO,40.673611000000001,-109.051392000000010,400,400,1614034,0.000079030385515,-109.051392000000010,40.673611000000001,-109.051429045000010,40.673541189600002,-117.952599345000000,1614034,0.006579683649180,10040146, ,-9999
401,GRNJENUT,40.409407999999999,-109.235404000000000,401,401,1615481,0.000253521622144,-109.235404000000000,40.409407999999999,-109.235197679000000,40.409555325500001,35.529085541000001,1615481,0.018012248173800,1374334,       09261000,-9999
402,ELKMILCO,40.514698000000003,-106.953941000000000,402,402,1606291,0.000243231434818,-106.953941000000000,40.514698000000003,-106.953698127000000,40.514711191600000,3.108946189280000,1606291,0.007025716800380,1354270,       09242500,-9999
403,ANIDURCO,37.279169000000003,-107.880345000000010,403,403,964998,0.000449397903683,-107.880345000000010,37.279169000000003,-107.880634021000010,37.279513129900003,130.025550603999990,964998,0.026401118336300,17014841,       09361500,-9999
404,FLOBLECO,37.380555999999999,-107.662559000000000,404,404,964966,0.000172945864245,-107.662559000000000,37.380555999999999,-107.662400658000000,37.380625555899996,23.714706667500000,964966,0.035219517316500,17014767, ,-9999
405,MINASICO,37.802773999999999,-107.672839000000000,405,405,1243255,0.000055820678427,-107.672839000000000,37.802773999999999,-107.672799835000010,37.802813774900002,45.442640357400002,1243255,0.031113621355800,17013783,       09359010,-9999
406,LOSLABCO,37.009447999999999,-107.599500000000010,406,406,964542,0.000096181445051,-107.599500000000010,37.009447999999999,-107.599405770999990,37.009467283399999,11.565630660800000,964542,0.015290032587900,17034665,       09354500,-9999
