,FID,DWR_ID,Latitude,Longitude,OID_,IN_FID,NEAR_FID,NEAR_DIST,FROM_X,FROM_Y,NEAR_X,NEAR_Y,NEAR_ANGLE,OBJECTID,Shape_Leng,ID,gages,NHDWaterbo
144,225,NORDLSCO,37.333335,-105.767237,225,225,968520,0.0162388936498,-105.767237,37.333335,-105.751055213,37.334695675,4.80651284242,968520,0.0439287291875,17900363, ,-9999
145,226,SANORTCO,36.993069,-106.038632,226,226,968986,0.00028824237394,-106.038632,36.993069,-106.038384278,36.9929216313,-30.7482394693,968986,0.0585126755434,17877869, ,-9999
146,227,SANMANCO,37.176956,-105.878075,227,227,968966,9.2033726851e-05,-105.878075,37.176956,-105.8781358,37.1768869094,-131.348078152,968966,0.12343050857,17876475, ,-9999
147,228,RIOLOBCO,37.078609,-105.756943,228,228,968509,0.000114171821421,-105.756943,37.078609,-105.756867407,37.0785234381,-48.5396160685,968509,0.0894944562461,17900441, ,-9999
148,229,CULSANCO,37.183887,-105.425835,229,229,970048,0.000402047959959,-105.425835,37.183887,-105.425474012,37.1837099965,-26.120127962,970048,0.0450853165411,17899355, ,-9999
149,230,COCRESCO,37.933334,-105.645569,230,230,1239294,9.9938211232e-05,-105.645569,37.933334,-105.645613839,37.9334233145,116.658380813,1239294,0.0701240957487,17890656, ,-9999
150,231,MEDSANCO,37.797778,-105.50279,231,231,1238388,0.000113205714402,-105.50279,37.797778,-105.502724857,37.7976854151,-54.8697948065,1238388,0.107052331542,17890674, ,-9999
151,232,SANDUNCO,37.829722,-105.59363,232,232,1239277,2.4134458976e-05,-105.59363,37.829722,-105.593638448,37.8296993925,-110.490283404,1239277,0.0574441196445,943010103, ,-9999
152,233,BIGSURCO,38.901644,-107.92118,233,233,1341563,1.4064050173e-05,-107.92118,38.901644,-107.921193869,38.9016463333,170.450291305,1341563,0.0610092133477,3233455,       09143500,-9999
153,236,MUDBPRCO,38.940543,-107.357275,236,236,1343691,0.00012899363227,-107.357275,38.940543,-107.357231038,38.940421729,-70.0737401796,1343691,0.00936523362738,1337204, ,-9999
154,239,EASTCNCO,38.590552,-107.97839,239,239,1243699,0.000116518228162,-107.97839,38.590552,-107.978427476,38.590441673,-108.761654859,1243699,0.0284180731986,9768086, ,-9999
155,240,GARNETCO,38.664202,-108.004791,240,240,1243697,0.000305597134604,-108.004791,38.664202,-108.004880076,38.663909673,-106.946689497,1243697,0.0270510189808,9767694, ,-9999
156,241,LOUTCNCO,38.437542,-107.861891,241,241,1242927,0.000260848218459,-107.861891,38.437542,-107.861850505,38.4372843142,-81.0691726132,1242927,0.050027514336,9769088, ,-9999
157,242,MANDCNCO,38.39259,-107.823747,242,242,1242938,0.000173677592481,-107.823747,38.39259,-107.823573371,38.392585887,-1.35699123191,1242938,0.0297219789775,9769182, ,-9999
158,243,SELGCNCO,38.504047,-107.911349,243,243,1242810,0.000338911644681,-107.911349,38.504047,-107.911686278,38.5040137674,-174.372718467,1242810,0.00435739169243,9768174, ,-9999
159,244,SOUCANCO,38.481372,-107.758672,244,244,1243095,0.00344312378619,-107.758672,38.481372,-107.758934877,38.484805074,94.3787022368,1243095,0.184465875249,9769770, ,-9999
160,245,SOUCANCO,38.481372,-107.758672,245,245,1243095,0.00344312378619,-107.758672,38.481372,-107.758934877,38.484805074,94.3787022368,1243095,0.184465875249,9769770, ,-9999
161,248,BKIRESCO,38.436638,-109.044197,248,248,1245662,0.000526520800965,-109.044197,38.436638,-109.044638806,38.4369244124,147.045586081,1245662,0.00155388077243,18382139, ,-9999
162,249,BKIOUTCO,38.436638,-109.044197,249,249,1245662,0.000526520800965,-109.044197,38.436638,-109.044638806,38.4369244124,147.045586081,1245662,0.00155388077243,18382139, ,-9999
163,250,BLUNINCO,39.541649,-106.045019,250,250,1346409,0.00312116171905,-106.045019,39.541649,-106.044384213,39.538593072,-78.2652216202,1346409,0.0340457366831,1312971, ,-9999
164,275,YAMRESCO,40.049978,-107.042273,275,275,1606635,0.00293232564216,-107.042273,40.049978,-107.041928565,40.0528900264,83.2543786919,1606635,0.054425540827,1356526, ,-9999
165,276,YAMABVCO,40.340899,-106.807997,276,276,1605437,0.00023701900499,-106.807997,40.340899,-106.808233913,40.3409060883,178.286257714,1605437,0.010485005195,1357542, ,-9999
166,278,ANIHOWCO,37.833054,-107.599503,278,278,1243221,3.6741513676e-05,-107.599503,37.833054,-107.599476084,37.8330289908,-42.896758315,1243221,0.0331409158191,17014163, ,-9999
167,280,TOWCANCO,37.568115,-108.721199,280,280,961287,0.00796158273015,-108.721199,37.568115,-108.727908008,37.563828275,-147.423430145,961287,0.0731556050163,3261479, ,-9999
168,281,PIODITCO,36.999436,-108.186471,281,281,962814,0.00228308314164,-108.186471,36.999436,-108.188736676,36.999154609,-172.920267943,962814,0.0213491508102,17000640, ,-9999
169,282,HABREDCO,37.165558,-108.143059,282,282,964283,0.00029440049554,-108.143059,37.165558,-108.142830463,37.1653724134,-39.0787716194,964283,0.0177364107626,16998730, ,-9999
170,283,LAPHESCO,37.289722,-108.040627,283,283,964270,0.000297815796761,-108.040627,37.289722,-108.040329964,37.2897435406,4.14774633408,964270,0.0561779626948,16998670, ,-9999
171,284,LAPMEXCO,36.999722,-108.18869,284,284,962814,0.000236300413325,-108.18869,36.999722,-108.188924425,36.9996922909,-172.777322846,962814,0.0213491508102,17000640, ,-9999
172,285,REDRESCO,37.165558,-108.143059,285,285,964283,0.00029440049554,-108.143059,37.165558,-108.142830463,37.1653724134,-39.0787716194,964283,0.0177364107626,16998730, ,-9999
173,288,CHERTNCO,39.759702,-105.003316,288,288,1349480,0.000360472617569,-105.003316,39.759702,-105.003479864,39.7600230751,117.037900533,1349480,0.0103013059433,228593, ,-9999
174,289,DWRDECCO,39.759702,-105.003316,289,289,1349480,0.000360472617569,-105.003316,39.759702,-105.003479864,39.7600230751,117.037900533,1349480,0.0103013059433,228593, ,-9999
175,290,GDRDITCO,39.759702,-105.003316,290,290,1349480,0.000360472617569,-105.003316,39.759702,-105.003479864,39.7600230751,117.037900533,1349480,0.0103013059433,228593, ,-9999
176,291,SPPUMPCO,39.759702,-105.003316,291,291,1349480,0.000360472617569,-105.003316,39.759702,-105.003479864,39.7600230751,117.037900533,1349480,0.0103013059433,228593, ,-9999
177,293,CLANSECO,40.70277,-105.2336,293,293,1599593,0.000458865611882,-105.2336,40.70277,-105.2339224,40.7024434788,-134.636106371,1599593,0.0149651841975,2900669, ,-9999
178,294,LTCANYCO,40.258038,-105.206386,294,294,1599432,0.000483539747544,-105.206386,40.258038,-105.206588266,40.2575987972,-114.727503118,1599432,0.0295532419158,13618, ,-9999
179,295,BOULARCO,40.263595,-105.179989,295,295,1598359,4.7514183188e-05,-105.179989,40.263595,-105.179946861,40.263573047,-27.5182677475,1598359,0.00898179210978,13398, ,-9999
180,296,BUCRMVCO,40.434444,-105.184441,296,296,1598274,5.480719305e-05,-105.184441,40.434444,-105.184484084,40.4344101244,-141.823421215,1598274,0.0341009741588,13528, ,-9999
181,297,HFC930CO,40.394335,-105.216528,297,297,1599562,0.0160645976041,-105.216528,40.394335,-105.212822214,40.378703671,-76.6628735639,1599562,0.0313132764488,12956, ,-9999
182,298,DILTUNCO,40.419425,-105.246376,298,298,1599402,0.00285815087334,-105.246376,40.419425,-105.24368188,40.418470671,-19.505500262,1599402,0.0356661253152,13544, ,-9999
183,299,HFCFLTCO,40.37579,-105.230527,299,299,1599562,0.000325546788025,-105.230527,40.37579,-105.230579197,40.375468665,-99.2264546217,1599562,0.0313132764488,12956, ,-9999
184,300,BIGLASCO,40.349983,-104.784966,300,300,1597399,4.3049861672e-05,-104.784966,40.349983,-104.784992973,40.3500165521,128.79633255,1597399,0.0343536619559,14962, ,-9999
185,301,BFCLYOCO,40.216093,-105.258323,301,301,1599176,0.000606535662472,-105.258323,40.216093,-105.257728414,40.216212804,11.3920764055,1599176,0.00468169001288,2888652, ,-9999
186,302,HIGHLDCO,40.214984,-105.256647,302,302,1599176,4.492610417e-05,-105.256647,40.214984,-105.25661391,40.2150143875,42.5620173654,1599176,0.00468169001288,2888652, ,-9999
187,303,STCTUNCO,39.679427,-105.904178,303,303,1347560,0.000890950644233,-105.904178,39.679427,-105.903735618,39.6786536364,-60.2294457777,1347560,0.0490766176501,2885304, ,-9999
188,304,FISCOPCO,39.759702,-105.003316,304,304,1349480,0.000360472617569,-105.003316,39.759702,-105.003479864,39.7600230751,117.037900533,1349480,0.0103013059433,228593, ,-9999
189,306,HOMSPICO,38.94388,-105.8514,306,306,1347265,0.0029649171229,-105.8514,38.94388,-105.852414664,38.9466658912,110.012398484,1347265,0.0737847485043,5241308, ,-9999
190,307,HOMSPICO,38.94388,-105.8514,307,307,1347265,0.0029649171229,-105.8514,38.94388,-105.852414664,38.9466658912,110.012398484,1347265,0.0737847485043,5241308, ,-9999
191,308,FOUHIGCO,39.083604,-105.89529,308,308,1347065,2.3174858704e-05,-105.89529,39.083604,-105.89527698,39.0836231714,55.8172511302,1347065,0.127926403451,5239964, ,-9999
192,309,MFKPRICO,39.109434,-105.890019,309,309,1347424,0.000313201495248,-105.890019,39.109434,-105.890019049,39.1097472015,90.0090210376,1347424,0.0287717027632,5239828, ,-9999
193,310,MFKSTMCO,39.062207,-105.821127,310,310,1346975,0.000189312074301,-105.821127,39.062207,-105.821012673,39.0623578924,52.8499129495,1346975,0.0291161696579,5239950, ,-9999
194,311,SFKANTCO,39.070544,-105.975569,311,311,1347402,0.00160180607569,-105.975569,39.070544,-105.975437822,39.0721404257,85.3025600185,1347402,0.0378784912404,5239910, ,-9999
195,312,PLASPICO,38.997492,-105.681671,312,312,1346958,0.000519369211721,-105.681671,38.997492,-105.682082548,38.9971751842,-142.410410847,1346958,0.00830054455341,5241164, ,-9999
196,313,TARTARCO,39.223318,-105.607235,313,313,1347445,0.000561805616873,-105.607235,39.223318,-105.606938073,39.2237949274,58.0942828708,1347445,0.00690619863553,5240512, ,-9999
197,314,TARRESCO,39.223889,-105.605833,314,314,1347445,0.000273106704871,-105.605833,39.223889,-105.605854834,39.2236167675,-94.5855570483,1347445,0.00690619863553,5240512, ,-9999
198,324,TACODICO,38.58504,-104.65405,324,324,1236297,0.00355464904198,-104.65405,38.58504,-104.652357015,38.581914407,-61.5577026595,1236297,0.0223452639161,1530609, ,-9999
199,325,FOUMOUCO,38.256115,-104.590818,325,325,1234816,0.000179979934757,-104.590818,38.256115,-104.590966562,38.2560134026,-145.632930357,1234816,0.0173386180456,1532527, ,-9999
200,326,CHCRNACO,38.733608,-106.160019,326,326,1239456,0.000326513358398,-106.160019,38.733608,-106.159921255,38.7332964605,-72.5807934732,1239456,0.0120601131789,918591, ,-9999
201,327,CCACCRCO,39.018051,-106.277802,327,327,1346053,2.5351313031e-05,-106.277802,39.018051,-106.277807179,39.0180261834,-101.788391698,1346053,0.0302225715405,916871, ,-9999
202,328,COCRBVCO,38.835528,-106.121389,328,328,1346061,0.00144715545675,-106.121389,38.835528,-106.121068047,38.8369391159,77.1862883938,1346061,0.0343553549607,917655, ,-9999
203,329,COLDITCO,39.374153,-106.227798,329,329,1346721,0.00477444624251,-106.227798,39.374153,-106.229753812,39.378508472,114.182325322,1346721,0.10813786175,1321062,       09061600,-9999
204,330,EWIDITCO,39.363598,-106.306412,330,330,1346872,0.0011233536421,-106.306412,39.363598,-106.306183017,39.3646977682,78.2384491049,1346872,0.0318123629555,1320978, ,-9999
205,331,WURDITCO,39.355267,-106.352806,331,331,1346164,0.000149825314036,-106.352806,39.355267,-106.352674815,39.3553393743,28.8852961723,1346164,0.0252290079792,916415, ,-9999
206,332,ROMOCOCO,38.727206,-104.955812,332,332,1236596,0.00353932169692,-104.955812,38.727206,-104.958760081,38.729164473,146.403065277,1236596,0.0116411839443,948905, ,-9999
207,333,SKGRESCO,38.688057,-105.051666,333,333,1237249,0.00025982117453,-105.051666,38.688057,-105.051492026,38.6878640232,-47.9644164078,1237249,0.00891447281067,948093, ,-9999
208,345,CBPALACO,37.475834,-105.766113,345,345,968503,0.0189072745954,-105.766113,37.475834,-105.78469888,37.472362675,-169.42063575,968503,0.111438929103,17899145, ,-9999
209,346,COSDITCO,37.552503,-105.945588,346,346,968856,0.000950710284455,-105.945588,37.552503,-105.945964013,37.551629808,-113.297626153,968856,0.0837667145513,17896441, ,-9999
210,347,RIOLINCO,37.569998,-106.038912,347,347,968531,3.4461087293e-05,-106.038912,37.569998,-106.038917443,37.5699639715,-99.0882988818,968531,0.0634006770417,17894945, ,-9999
211,349,GOOWAGCO,37.751945,-106.830048,349,349,1240462,0.000292778677592,-106.830048,37.751945,-106.829756458,37.7519181157,-5.26858578797,1240462,0.0107715542073,17908141, ,-9999
212,350,BEVBEVCO,37.598894,-106.667543,350,350,966558,8.4028781815e-05,-106.667543,37.598894,-106.667546215,37.5989779673,92.1926120368,966558,0.0367187226683,17907017, ,-9999
213,351,RIOCANCO,37.686946,-106.365319,351,351,967986,0.000439780073277,-106.365319,37.686946,-106.365436894,37.6873696833,105.549719904,967986,0.0260840392793,17888108, ,-9999
214,352,SAFUPPCO,37.578892,-106.370316,352,352,967642,0.000144433145706,-106.370316,37.578892,-106.370457935,37.5789187459,169.328485691,967642,0.0843290481698,17894957, ,-9999
215,353,ALABELCO,37.352783,-106.277534,353,353,967654,0.00014151385083,-106.277534,37.352783,-106.277642708,37.3526923981,-140.190765562,967654,0.0222707815909,17897883, ,-9999
216,354,TERRESCO,37.357227,-106.28504,354,354,967655,0.000387636324065,-106.28504,37.357227,-106.285371012,37.357025275,-148.641076714,967655,0.00422509176725,17897867, ,-9999
217,355,SOULASCO,37.293891,-105.747522,355,355,969123,0.000933981653113,-105.747522,37.293891,-105.747241806,37.2930000382,-72.5424092568,969123,0.0693778599156,17877389, ,-9999
218,356,SANRESCO,37.113609,-105.412498,356,356,970231,0.00137673202072,-105.412498,37.113609,-105.411580519,37.1125825399,-48.2087075784,970231,0.00898444124514,17900455, ,17899085
219,357,VENSANCO,37.114323,-105.409183,357,357,970050,7.0082487933e-05,-105.409183,37.114323,-105.409209842,37.1143877384,112.520001647,970050,0.0182032269997,17900419, ,-9999
220,358,NOCRESCO,38.013611,-105.692787,358,358,1239181,2.7320417209e-05,-105.692787,38.013611,-105.692767509,38.0135918556,-44.4859774301,1239181,0.063417854909,17887816, ,-9999
221,359,GARVILCO,38.174166,-105.808628,359,359,1239313,4.0749908496e-05,-105.808628,38.174166,-105.808613062,38.1741280867,-68.4954934549,1239313,0.0428416064203,17887250, ,-9999
222,360,KERVILCO,38.220276,-106.089745,360,360,1239963,2.8903452141e-05,-106.089745,38.220276,-106.08976032,38.2202514906,-122.00783913,1239963,0.0142282941604,17886768, ,-9999
223,361,MAJVILCO,38.157217,-105.809458,361,361,1239258,6.555608259e-05,-105.809458,38.157217,-105.809484926,38.1572767711,114.251027495,1239258,0.0987804109659,17887796, ,-9999
224,362,CARLAGCO,37.859722,-106.319473,362,362,1240311,3.4274570709e-05,-106.319473,37.859722,-106.31946035,37.8597538548,68.3413517397,1240311,0.0181866777451,17883038, ,-9999
225,363,LAGLAGCO,37.813335,-106.318642,363,363,1240103,6.0785849148e-05,-106.318642,37.813335,-106.31864041,37.813395765,88.5011016075,1240103,0.0453133674456,17883032, ,-9999
226,364,BIGSPGCO,37.7342,-105.664473,364,364,1239242,6.8789133176e-05,-105.664473,37.7342,-105.664481242,37.7342682936,96.8812435726,1239242,0.0643928519981,17890692, ,-9999
227,365,LITSPGCO,37.7136,-105.649168,365,365,968914,0.000129587184786,-105.649168,37.7136,-105.64911668,37.713481008,-66.6699707257,968914,0.0524750260069,17889894, ,-9999
228,366,SANFTGCO,37.425007,-105.415009,366,366,970159,5.72137636e-06,-105.415009,37.425007,-105.415009903,37.4250126496,99.0857883079,970159,0.0459561309537,17900337, ,-9999
229,367,TRIMTNCO,37.394733,-105.369179,367,367,970174,0.00010414308374,-105.369179,37.394733,-105.369183155,37.3946289398,-92.2865089625,970174,0.107462439427,17900353, ,-9999
230,368,TRISMICO,37.38612,-105.551125,368,368,968518,0.000180691136293,-105.551125,37.38612,-105.551205538,37.3862817495,116.469587933,968518,0.287272319026,17900367, ,-9999
231,372,RAZAVUCO,38.344936,-106.657803,372,372,1241159,7.258802769e-06,-106.657803,38.344936,-106.657809622,38.3449330276,-155.827397452,1241159,0.0129017529556,9773605, ,-9999
232,373,TOMMYDCO,38.344978,-106.657403,373,373,1241159,0.000389383660559,-106.657403,38.344978,-106.657758241,38.3448185525,-155.827397427,1241159,0.0129017529556,9773605, ,-9999
233,374,BIGMONCO,38.965002,-107.937268,374,374,1341648,0.00528336729618,-107.937268,38.965002,-107.942426276,38.966144873,167.507297513,1341648,0.0838858757586,3233445, ,-9999
234,375,OVRLNDCO,38.923283,-107.794516,375,375,1342720,0.000496444811723,-107.794516,38.923283,-107.794019555,38.9232824791,-0.060121468982,1342720,0.0094839308789,1337246, ,-9999
235,378,ABCLATCO,38.484986,-107.749789,378,378,1243095,0.00054290850083,-107.749789,38.484986,-107.749597068,38.4854938501,69.2968981126,1243095,0.184465875249,9769770, ,-9999
236,379,GUNREDCO,39.038311,-108.570656,379,379,1339492,9.2576757882e-05,-108.570656,39.038311,-108.570709932,39.0382357551,-125.631141489,1339492,0.0114708693088,3229987, ,-9999
237,381,TAYRESCO,38.818049,-106.604753,381,381,1345864,0.000678035936674,-106.604753,38.818049,-106.604906612,38.818709406,103.094297168,1345864,0.00549935642682,1333610, ,1332558
238,382,HILNCNCO,38.224989,-108.35481,382,382,1244986,0.00111381046834,-108.35481,38.224989,-108.355923317,38.22495586,-178.294987964,1244986,0.0872872698909,18375922, ,-9999
239,385,FRYTHOCO,39.344707,-106.673645,385,385,1345567,0.000135847000263,-106.673645,39.344707,-106.673716616,39.3445915633,-121.814959381,1345567,0.0244405977566,1326913, ,-9999
240,394,GHICANCO,39.183308,-108.283979,394,394,1339905,0.00123179366276,-108.283979,39.183308,-108.282898238,39.1827170103,-28.67102232,1339905,0.0167447069548,3179578, ,-9999
241,395,GRDVALCO,39.098589,-108.353417,395,395,1339893,0.000589764679424,-108.353417,39.098589,-108.353487426,39.0980034553,-96.8582562763,1339893,0.0504018942226,3179692,       09106150,-9999
242,398,WHIBUFCO,39.949978,-107.694786,398,398,1609691,9.3412288525e-05,-107.694786,39.949978,-107.694744142,39.9498944908,-63.3783881619,1609691,0.0108084357873,1344178, ,-9999
243,399,WMFKMHCO,40.43667,-107.6335,399,399,1608275,0.0115366700522,-107.6335,40.43667,-107.62206621,40.438207271,7.65748670984,1608275,0.0221347811646,1355238, ,-9999
244,400,PTCKSLCO,40.673611,-109.051392,400,400,1614034,7.9030385515e-05,-109.051392,40.673611,-109.051429045,40.6735411896,-117.952599345,1614034,0.00657968364918,10040146, ,-9999
245,404,FLOBLECO,37.380556,-107.662559,404,404,964966,0.000172945864245,-107.662559,37.380556,-107.662400658,37.3806255559,23.7147066675,964966,0.0352195173165,17014767, ,-9999
246,407,SPCDITCO,37.178334,-107.573056,407,407,965698,0.000176451719698,-107.573056,37.178334,-107.572891109,37.1782711813,-20.855395311,965698,0.0488614766835,17034383, ,-9999
247,409,REVDITCO,37.14083,-108.15972,409,409,964266,1.2692561528e-05,-108.15972,37.14083,-108.159712952,37.1408194442,-56.268818279,964266,0.0181258603668,16998746, ,-9999
248,410,JACUPPCO,37.43222,-108.2347,410,410,963439,0.000123339991637,-108.2347,37.43222,-108.234750441,37.4323325545,114.139207679,963439,0.024368362436,16962987, ,-9999
249,411,MANJACCO,37.43222,-108.2347,411,411,963439,0.000123339991637,-108.2347,37.43222,-108.234750441,37.4323325545,114.139207679,963439,0.024368362436,16962987, ,-9999
250,412,MORCANCO,40.349981,-104.008845,412,412,1596011,0.000739531237748,-104.008845,40.349981,-104.008502279,40.3506363234,62.3913282884,1596011,0.0187035844511,225329, ,-9999
251,415,PLAWELCO,40.321388,-103.92028,415,415,1595963,0.000437469477084,-103.92028,40.321388,-103.920514785,40.3210188719,-122.458518551,1595963,0.0242453715568,227923, ,-9999
252,416,RIVCANCO,40.338587,-104.313568,416,416,1596963,3.5241876767e-05,-104.313568,40.338587,-104.313568678,40.3385517647,-91.1031217815,1596963,0.0877588543546,226603, ,224311
253,417,CLAFTCCO,40.664425,-105.224426,417,417,1599590,0.000190290318725,-105.224426,40.664425,-105.224470146,40.6642399013,-103.414444854,1599590,0.0176134384014,2900705, ,-9999
254,418,GRNDRDCO,40.477207,-105.821953,418,418,1601492,0.00448855215673,-105.821953,40.477207,-105.82028388,40.48137367,68.1695296949,1601492,0.0393087654512,2902749, ,-9999
255,419,LAPLODCO,40.50702,-105.76863,419,419,1600711,0.000415693677935,-105.76863,40.50702,-105.76836369,40.5067008131,-50.1604636741,1600711,0.017663955774,2900761, ,-9999
256,420,LAWIRRCO,40.6122,-105.104429,420,420,1598390,0.00211430603605,-105.104429,40.6122,-105.106408481,40.61145707,-159.42810575,1598390,0.00486458042737,2899893, ,-9999
257,421,MICDCPCO,40.520538,-105.89279,421,421,1601457,0.00199379075304,-105.89279,40.520538,-105.892086279,40.52240347,69.3317576083,1601457,0.0205426588933,2900205, ,-9999
258,422,CANAL3CO,40.443308,-104.797476,422,422,1597404,0.000622734598976,-104.797476,40.443308,-104.797671307,40.4438993151,108.27800594,1597404,0.0399527851763,2903219, ,-9999
259,423,NSVBBRCO,40.215658,-105.363422,423,423,1599257,0.000219881851495,-105.363422,40.215658,-105.363223364,40.2155637039,-25.3945350754,1599257,0.0221920768538,2888638, ,-9999
260,424,BRKDAMCO,40.215772,-105.367197,424,424,1599274,0.00069446235051,-105.367197,40.215772,-105.367413985,40.2164316935,108.20694155,1599274,0.019630556468,2889724, ,-9999
261,425,BOCPINCO,39.930539,-105.425835,425,425,1599070,0.00078003586285,-105.425835,39.930539,-105.425997749,39.9313018688,102.042823588,1599070,0.0402361016803,2891286, ,-9999
262,426,COCREPCO,39.877766,-105.277214,426,426,1599156,0.000115274257258,-105.277214,39.877766,-105.277248124,39.8778761077,107.218992098,1599156,0.125598466195,2891608, ,-9999
263,427,BCRMORCO,39.653042,-105.195824,427,427,1348207,0.000239613641319,-105.195824,39.653042,-105.19578043,39.652806381,-79.5233090283,1348207,0.0656591720438,188173, ,-9999
264,428,FOUHARCO,39.023322,-105.81891,428,428,1347067,2.3966301801e-05,-105.81891,39.023322,-105.818902075,39.0232993818,-70.6910865755,1347067,0.0585562987345,5240134, ,-9999
265,429,JEFSNYCO,39.342205,-105.773346,429,429,1346923,0.000200072598852,-105.773346,39.342205,-105.77317765,39.3423131081,32.7070917323,1346923,0.0186086400767,5239454, ,-9999
266,430,JEFJEFCO,39.392486,-105.810572,430,430,1346927,2.6326182806e-05,-105.810572,39.392486,-105.810558167,39.3925083992,58.3023430322,1346927,0.0996594831174,5239370, ,-9999
267,431,MCHJEFCO,39.358877,-105.841401,431,431,1346929,0.000251336305362,-105.841401,39.358877,-105.841433312,39.3586277494,-97.386526852,1346929,0.09705955415,5239458, ,-9999
268,432,SPRBRNCO,39.16666,-105.946406,432,432,1346984,0.00149791179189,-105.946406,39.16666,-105.945070413,39.165981806,-26.9208777625,1346984,0.0433713664314,5239710, ,-9999
269,433,TROGARCO,39.132769,-105.897521,433,433,1346978,2.6633386369e-05,-105.897521,39.132769,-105.897508423,39.1327455235,-61.8200567413,1346978,0.062451276128,5239826, ,-9999
270,434,LAPTUNCO,40.676369,-105.852787,434,434,1601357,0.000367281487596,-105.852787,40.676369,-105.853117079,40.67653007,153.988823038,1601357,0.00323267893054,17497187, ,-9999
271,435,LARRIVCO,40.800533,-105.878342,435,435,1601249,0.000268385142185,-105.878342,40.800533,-105.87857712,40.8004035808,-151.169871692,1601249,0.00493024326457,17497447, ,-9999
272,436,SANCRKCO,40.993591,-105.757505,436,436,1713604,0.000263316045092,-105.757505,40.993591,-105.757628127,40.9938237555,117.878669014,1713604,0.031240741138,17497439,       06659580,-9999
273,437,WSDEARCO,40.908034,-105.779723,437,437,1713190,0.00298278575934,-105.779723,40.908034,-105.781221813,40.91061287,120.164718378,1713190,0.0305916899283,17496777, ,-9999
274,438,DRGDITCO,38.552113,-104.628441,438,438,1235834,0.00149254083259,-104.628441,38.552113,-104.627084311,38.5527351517,24.6352865096,1235834,0.00312096523641,1530687, ,-9999
275,439,ARKGRNCO,39.04277,-106.265854,439,439,1346096,0.000286794494093,-106.265854,39.04277,-106.265668816,39.0425510069,-49.7816194011,1346096,0.0176993104459,916707, ,-9999
276,440,WUREXTCO,39.39471,-106.353361,440,440,1346799,0.00307415824408,-106.353361,39.39471,-106.353943265,39.3916914876,-100.918130337,1346799,0.0411663278926,1320936, ,-9999
277,441,LARDITCO,38.393605,-106.248916,441,441,1240340,0.0049165326662,-106.248916,38.393605,-106.250945012,38.389126674,-114.37403285,1240340,0.034319336966,9773543, ,-9999
278,442,MINCANCO,38.413887,-105.159721,442,442,1238237,0.000636322959493,-105.159721,38.413887,-105.159540016,38.4144970423,73.4756836116,1238237,0.0332018524073,949955, ,-9999
279,443,COLCANCO,38.248611,-104.246363,443,443,1233430,0.0057029679263,-104.246363,38.248611,-104.240661815,38.248468407,-1.43273269156,1233430,0.00158064450441,974354, ,-9999
280,444,HUEBAMCO,38.001396,-104.472473,444,444,1235346,0.000379439441147,-104.472473,38.001396,-104.472418636,38.0010204753,-81.7626073554,1235346,0.0138400867935,1422808, ,-9999
281,445,CUCHUECO,38.001396,-104.472476,445,445,1235346,0.000379869265709,-104.472476,38.001396,-104.472421574,38.0010200499,-81.7626073554,1235346,0.0138400867935,1422808, ,-9999
282,446,SALTMOCO,38.25679,-104.56172,446,446,1234531,0.00328862032254,-104.56172,38.25679,-104.559537481,38.259250007,48.4205513313,1234531,0.0224565931822,952575, ,-9999
283,447,COMRETCO,38.193527,-104.57061,447,447,1234403,0.00196418385907,-104.57061,38.193527,-104.570329185,38.1915829935,-81.7803906501,1234403,0.0714967249394,951449, ,-9999
284,448,WCLOUTCO,37.595,-104.8525,448,448,970523,0.00995934829558,-104.8525,37.595,-104.850517281,37.585240008,-78.5167647981,970523,0.0118468574588,1425806, ,-9999
285,449,WCOBMRCO,37.60917,-104.80972,449,449,970520,0.00106495858932,-104.80972,37.60917,-104.809081281,37.608317841,-53.147333266,970520,0.0670471435497,1425804, ,-9999
286,450,WWSCURCO,37.5075,-104.99722,450,450,969603,0.012586646048,-104.99722,37.5075,-104.987848881,37.499097275,-41.8813677088,969603,0.00663417183235,1427524, ,-9999
287,451,LUARMOCO,37.304462,-104.015518,451,451,971773,0.000188825805921,-104.015518,37.304462,-104.015458905,37.3042826596,-71.7623550128,971773,0.0684676226981,936926, ,-9999
288,454,CONRESCO,37.88666,-107.206718,454,454,1241468,0.000131434478792,-107.206718,37.88666,-107.206849244,37.8866529255,-176.914562828,1241468,0.0491567373847,17906215, ,-9999
289,455,BERSOUCO,37.67984,-106.6082,455,455,967528,0.00015894293899,-106.6082,37.67984,-106.608089554,37.6799543007,45.9827149553,967528,0.0203559732625,17906899, ,-9999
290,456,RIODELCO,37.689449,-106.461151,456,456,967610,0.000841283564876,-106.461151,37.689449,-106.46098306,37.6886246492,-78.4850811616,967610,0.0452962856799,17906875, ,-9999
291,457,COCRMICO,38.131943,-105.78862,457,457,1239222,1.662232046e-05,-105.78862,38.131943,-105.788620014,38.1319263777,-90.0474477282,1239222,0.00185060392373,17887292, ,-9999
292,458,RITCRECO,38.077498,-105.762518,458,458,1239215,4.5102125724e-05,-105.762518,38.077498,-105.762523572,38.0775427566,97.0971908677,1239215,0.0729331671497,17887804, ,-9999
293,459,SOUCRECO,37.981945,-105.711963,459,459,1239193,0.000257013069327,-105.711963,37.981945,-105.711803274,37.9817436465,-51.5763482689,1239193,0.0745229392996,17889694, ,-9999
